Player,Min,CS%,PKsv,PKm,Country,Year,Comp
Khairul Fahmi Che Mat,540,0.0,0.0,0.0,Malaysia,2015, AFC Asian Cup qualification
Mohamed Imran,90,0.0,0.0,0.0,Maldives,2015, Friendlies (M)
Soumbeila Diakite,180,0.0,0.0,0.0,Mali,2015, Africa Cup of Nations
Justin Haber,180,50.0,0.0,0.0,Malta,2015, Friendlies (M)
Souleimane Brahim,540,50.0,0.0,0.0,Mauritania,2015, Africa Cup of Nations qualification
Aboobakar Augustin,180,0.0,0.0,0.0,Mauritius,2015, Africa Cup of Nations qualification
Guillermo Ochoa,600,50.0,0.0,0.0,Mexico,2015, Gold Cup
Ilie Cebanu,225.0,50.0,0.0,0.0,Moldova,2015, Friendlies (M)
Mladen Bozovic,90,0.0,0.0,0.0,Montenegro,2015, Friendlies (M)
Munir,180,0.0,0.0,0.0,Morocco,2015, Friendlies (M)
Kyaw Zin Phyo,180,0.0,0.0,0.0,Myanmar,2015, Friendlies (M)
Virgil Vries,180,50.0,0.0,0.0,Namibia,2015, Africa Cup of Nations qualification
Kiran Chemjong,135,100.0,0.0,0.0,Nepal,2015, Friendlies (M)
Jasper Cillessen,180,0.0,1.0,0.0,Netherlands,2015, Friendlies (M)
Stefan Marinovic,180,0.0,0.0,0.0,New,2015, Friendlies (M)
Justo Lorente,180,50.0,0.0,0.0,Nicaragua,2015, Friendlies (M)
Carl Ikeme,260,66.7,0.0,0.0,Nigeria,2015, Friendlies (M)
Moussa Alzouma,180,0.0,0.0,0.0,Niger,2015, Friendlies (M)
Stole Dimitrievski,180,0.0,0.0,0.0,North,2015, Friendlies (M)
Michael McGovern,180,50.0,0.0,0.0,Northern,2015, Friendlies (M)
rjan Nyland,90,100.0,0.0,0.0,Norway,2015, Friendlies (M)
Ali Al-Habsi,270,33.3,0.0,0.0,Oman,2015, Asian Cup
Muzammil Hussain,90,0.0,0.0,0.0,Pakistan,2015, Friendlies (M)
Ramzi Saleh,180,0.0,0.0,0.0,Palestine,2015, Asian Cup
Jaime Penedo,510,0.0,1.0,0.0,Panama,2015, Gold Cup
Justo Villar,390,0.0,0.0,0.0,Paraguay,2015, Copa América
Pedro Gallese,540,50.0,0.0,0.0,Peru,2015, Copa América
Neil Etheridge,90,100.0,0.0,0.0,Philippines,2015, Friendlies (M)
Artur Boruc,135,50.0,0.0,0.0,Poland,2015, Friendlies (M)
Anthony Lopes,180,50.0,0.0,0.0,Portugal,2015, Friendlies (M)
Matthew Sanchez,180,0.0,0.0,0.0,Puerto,2015, Friendlies (M)
Qasem Burhan,270,0.0,0.0,0.0,Qatar,2015, Asian Cup
Keiren Westwood,61,100.0,0.0,0.0,Republic,2015, Friendlies (M)
Silviu Lung Jr.,180,50.0,0.0,0.0,Romania,2015, Friendlies (M)
Igor Akinfeev,180,50.0,0.0,0.0,Russia,2015, Friendlies (M)
Jean Claude Ndori,270,66.7,0.0,0.0,Rwanda,2015, Africa Cup of Nations qualification
Julani Archibald,177.0,50.0,0.0,0.0,Saint,2015, Friendlies (M)
Randy Poleon,90,0.0,0.0,0.0,Saint,2015, Friendlies (M)
Lemus Christopher,180,0.0,0.0,0.0,Saint,2015, Friendlies (M)
Aldo Junior Simoncini,90,0.0,0.0,0.0,San,2015, Friendlies (M)
Waleed Abdullah,270,0.0,0.0,0.0,Saudi,2015, Asian Cup
Craig Gordon,90,200.0,0.0,0.0,Scotland,2015, Friendlies (M)
Bouna Coundoul,270,0.0,0.0,0.0,Senegal,2015, Africa Cup of Nations
Zeljko Brkic,180,0.0,0.0,0.0,Serbia,2015, Friendlies (M)
Vincent Euphrasie,90,0.0,0.0,0.0,Seychelles,2015, Africa Cup of Nations qualification
Solomon Morris,270,66.7,0.0,0.0,Sierra,2015, Africa Cup of Nations qualification
Izwan Mahbud,270,0.0,0.0,0.0,Singapore,2015, AFC Asian Cup qualification
Jan Mucha,180,50.0,0.0,0.0,Slovakia,2015, Friendlies (M)
Jan Oblak,90,0.0,0.0,0.0,Slovenia,2015, Friendlies (M)
Darren Keet,90,0.0,0.0,0.0,South,2015, Africa Cup of Nations
Kannady Santolino Tombe,58.0,0.0,0.0,0.0,South,2015, Africa Cup of Nations qualification
David de Gea,180,0.0,0.0,0.0,Spain,2015, Friendlies (M)
Sujan Perera,90,0.0,0.0,0.0,Sri,2015, Friendlies (M)
El Muez Mahgoub,90,0.0,0.0,0.0,Sudan,2015, Friendlies (M)
Obrendo Huiswoud,90,100.0,0.0,0.0,Suriname,2015, Friendlies (M)
Robin Olsen,180,50.0,0.0,0.0,Sweden,2015, Friendlies (M)
Roman Burki,180,0.0,0.0,0.0,Switzerland,2015, Friendlies (M)
Mosab Balhous,540,16.7,0.0,0.0,Syria,2015, AFC Asian Cup qualification
Gi,90,0.0,0.0,0.0,São,2015, Africa Cup of Nations qualification
Alisher Dodov,90,100.0,0.0,0.0,Tajikistan,2015, Friendlies (M)
Mwadini Ally,90,0.0,0.0,0.0,Tanzania,2015, Friendlies (M)
Sinthaweechai Hathairattanakool,270,0.0,0.0,0.0,Thailand,2015, AFC Asian Cup qualification
Cedric Mensah,90,0.0,0.0,0.0,Togo,2015, Friendlies (M)
Heneli Sa'afi,84,0.0,0.0,0.0,Tonga,2015, Friendlies (M)
Marvin Phillip,255,50.0,0.0,0.0,Trinidad,2015, Gold Cup
Aymen Mathlouthi,390,0.0,0.0,0.0,Tunisia,2015, Africa Cup of Nations
Volkan Babacan,270,66.7,0.0,0.0,Turkey,2015, Friendlies (M)
Mammet Orazmuhammedow,90.0,0.0,0.0,0.0,Turkmenistan,2015, Friendlies (M)
Denis Onyango,180,100.0,0.0,0.0,Uganda,2015, Africa Cup of Nations qualification
Denys Boyko,180.0,0.0,0.0,0.0,Ukraine,2015, Friendlies (M)
Majed Naser,480,0.0,0.0,0.0,United,2015, Asian Cup
Brad Guzan,570,33.3,0.0,0.0,United,2015, Gold Cup
Fernando Muslera,360,25.0,0.0,0.0,Uruguay,2015, Copa América
Ignatiy Nesterov,390,25.0,0.0,0.0,Uzbekistan,2015, Asian Cup
Seiloni Iaruel,180,0.0,0.0,0.0,Vanuatu,2015, Friendlies (M)
Alain Baroja,270,33.3,0.0,0.0,Venezuela,2015, Copa América
Nguyen Thanh Binh,270,0.0,0.0,0.0,Vietnam,2015, AFC Asian Cup qualification
Wayne Hennessey,74,0.0,0.0,0.0,Wales,2015, Friendlies (M)
Salem Saeed,360,0.0,0.0,0.0,Yemen,2015, AFC Asian Cup qualification
Kennedy Mweene,270,33.3,0.0,0.0,Zambia,2015, Africa Cup of Nations
Ovays Azizi,270,0.0,0.0,0.0,Afghanistan,2016, Friendlies (M)
Etrit Berisha,270,33.3,0.0,0.0,Albania,2016, UEFA Euro
Ferran Pol,900,0.0,2.0,1.0,Andorra,2016, Euro Qualifying
Brentton Muhammad,90,0.0,0.0,0.0,Antigua,2016, Friendlies (M)
Sergio Romero,570,66.7,1.0,0.0,Argentina,2016, Copa América Centenario
Roman Berezovsky,450,0.0,0.0,0.0,Armenia,2016, Euro Qualifying
Mathew Ryan,270,33.3,0.0,0.0,Australia,2016, Friendlies (M)
Robert Almer,270,33.3,0.0,1.0,Austria,2016, UEFA Euro
Kamran Aghayev,810,33.3,0.0,0.0,Azerbaijan,2016, Euro Qualifying
Sayed Mohsen Nazar,180,0.0,0.0,0.0,Bahrain,2016, Friendlies (M)
Ashraful Islam Rana,180,50.0,0.0,0.0,Bangladesh,2016, Friendlies (M)
Yuri Zhevnov,450,20.0,0.0,0.0,Belarus,2016, Euro Qualifying
Thibaut Courtois,450,60.0,0.0,0.0,Belgium,2016, UEFA Euro
Tevin Gamboa,90,0.0,0.0,0.0,Belize,2016, Friendlies (M)
Mikkail Crockwell,90,0.0,0.0,0.0,Bermuda,2016, Friendlies (M)
Hari Gurung,90,0.0,0.0,0.0,Bhutan,2016, Friendlies (M)
Carlos Lampe,270,0.0,0.0,0.0,Bolivia,2016, Copa América Centenario
Asmir Begovic,"1,080",33.3,0.0,0.0,Bosnia,2016, Euro Qualifying
Kabelo Dambe,210,0.0,0.0,0.0,Botswana,2016, Friendlies (M)
Alisson,270,33.3,0.0,0.0,Brazil,2016, Copa América Centenario
Bozhidar Mitrev,450,40.0,0.0,0.0,Bulgaria,2016, Euro Qualifying
Adama Sawadogo,90,0.0,0.0,0.0,Burkina,2016, Friendlies (M)
Um Sereirath,450,20.0,0.0,0.0,Cambodia,2016, Friendlies (M)
Hugo Nyame,90,0.0,0.0,0.0,Cameroon,2016, Friendlies (M)
Simon Thomas,243,33.3,1.0,0.0,Canada,2016, Friendlies (M)
Claudio Bravo,570,50.0,0.0,0.0,Chile,2016, Copa América Centenario
Wang Dalei,90,0.0,0.0,0.0,China,2016, Friendlies (M)
Lu Kun-chi,45,0.0,0.0,0.0,Chinese,2016, Friendlies (M)
David Ospina,480,60.0,0.0,0.0,Colombia,2016, Copa América Centenario
Ali Ahamada,180,0.0,0.0,0.0,Comoros,2016, Friendlies (M)
Ley Matampi,135,0.0,0.0,0.0,Congo,2016, Friendlies (M)
Christoffer Mafoumbi,90,0.0,0.0,0.0,Congo,2016, Friendlies (M)
Patrick Pemberton,270,33.3,0.0,0.0,Costa,2016, Copa América Centenario
Danijel Subasic,390,25.0,1.0,1.0,Croatia,2016, UEFA Euro
Sandy Sanchez,90,0.0,0.0,0.0,Cuba,2016, Friendlies (M)
Antonis Georgallides,720,12.5,1.0,0.0,Cyprus,2016, Euro Qualifying
Petr Cech,270,0.0,0.0,0.0,Czech,2016, UEFA Euro
Sylvain Gbohouo,270,66.7,0.0,0.0,Côte,2016, Friendlies (M)
Kasper Schmeichel,900,30.0,0.0,0.0,Denmark,2016, Euro Qualifying
Alexander Dominguez,270,33.3,0.0,0.0,Ecuador,2016, Copa América Centenario
Ahmed El-Shenawy,270,66.7,0.0,0.0,Egypt,2016, Friendlies (M)
Henry Hernandez,225,0.0,0.0,0.0,El,2016, Friendlies (M)
Joe Hart,360,25.0,0.0,0.0,England,2016, UEFA Euro
Felipe Ovono,90,0.0,0.0,0.0,Equatorial,2016, Friendlies (M)
Mihkel Aksalu,540,50.0,0.0,0.0,Estonia,2016, Euro Qualifying
Gunnar Nielsen,900,10.0,0.0,0.0,Faroe,2016, Euro Qualifying
Beniamino Mateinaqara,90,0.0,0.0,0.0,Fiji,2016, Friendlies (M)
Lukas Hradecky,630,28.6,0.0,0.0,Finland,2016, Euro Qualifying
Hugo Lloris,660,42.9,0.0,0.0,France,2016, UEFA Euro
Didier Ovono,450,0.0,0.0,0.0,Gabon,2016, Friendlies (M)
Alagie Nyabally,90,100.0,0.0,0.0,Gambia,2016, Friendlies (M)
Giorgi Loria,495,16.7,0.0,0.0,Georgia,2016, Euro Qualifying
Manuel Neuer,570,66.7,0.0,0.0,Germany,2016, UEFA Euro
Adam Larsen Kwarasey,180,0.0,0.0,0.0,Ghana,2016, Friendlies (M)
Jordan Perez,510,0.0,1.0,0.0,Gibraltar,2016, Euro Qualifying
Orestis Karnezis,900,20.0,0.0,0.0,Greece,2016, Euro Qualifying
Jason Belfon,90.0,0.0,0.0,0.0,Grenada,2016, Friendlies (M)
Doug Herrick,45,0.0,0.0,0.0,Guam,2016, Friendlies (M)
Paulo Cesar Motta,270,33.3,0.0,0.0,Guatemala,2016, Friendlies (M)
Naby Yattara,90,0.0,1.0,0.0,Guinea,2016, Friendlies (M)
Alex Murray,90,100.0,0.0,0.0,Guyana,2016, Friendlies (M)
Johny Placide,270,0.0,0.0,0.0,Haiti,2016, Copa América Centenario
Donis Escober,360,25.0,0.0,0.0,Honduras,2016, Friendlies (M)
Yapp Hung Fai,270,66.7,0.0,0.0,Hong,2016, Friendlies (M)
Gabor Kiraly,360,25.0,0.0,0.0,Hungary,2016, UEFA Euro
Hannes or Halldorsson,450,0.0,0.0,1.0,Iceland,2016, UEFA Euro
Subrata Pal,90,100.0,0.0,0.0,India,2016, Friendlies (M)
Andritany Ardhiyasa,270,66.7,0.0,0.0,Indonesia,2016, Friendlies (M)
Alireza Beiranvand,90,0.0,0.0,0.0,Iran,2016, Friendlies (M)
Mohammed Gassid,211,33.3,0.0,0.0,Iraq,2016, Friendlies (M)
Ofir Marciano,900,30.0,0.0,0.0,Israel,2016, Euro Qualifying
Gianluigi Buffon,390,75.0,0.0,0.0,Italy,2016, UEFA Euro
Andre Blake,270,0.0,0.0,0.0,Jamaica,2016, Copa América Centenario
Shusaku Nishikawa,90,100.0,0.0,0.0,Japan,2016, Friendlies (M)
Amer Shafi,360,40.0,1.0,0.0,Jordan,2016, Friendlies (M)
Stas Pokatilov,450,40.0,0.0,0.0,Kazakhstan,2016, Euro Qualifying
Boniface Oluoch,450,80.0,0.0,0.0,Kenya,2016, Friendlies (M)
Ri Myong-guk,266,33.3,0.0,0.0,Korea,2016, Friendlies (M)
Kim Jin-hyeon,90,0.0,0.0,0.0,Korea,2016, Friendlies (M)
Samir Ujkani,90,100.0,0.0,0.0,Kosovo,2016, Friendlies (M)
Valeriy Kasuba,495,60.0,0.0,0.0,Kyrgyzstan,2016, Friendlies (M)
Vathana Keodouangdeth,90,0.0,0.0,0.0,Laos,2016, Friendlies (M)
Andris Vanins,540,0.0,0.0,0.0,Latvia,2016, Euro Qualifying
Mehdi Khalil,675,37.5,1.0,0.0,Lebanon,2016, Friendlies (M)
Liteboho Mokhehle,90,0.0,0.0,0.0,Lesotho,2016, Friendlies (M)
Tommy Songo's,90,0.0,0.0,0.0,Liberia,2016, Friendlies (M)
Muhammad Nashnoush,90,0.0,0.0,1.0,Libya,2016, Friendlies (M)
Peter Jehle,692,12.5,1.0,1.0,Liechtenstein,2016, Euro Qualifying
Giedrius Arlauskis,679,25.0,0.0,0.0,Lithuania,2016, Euro Qualifying
Jonathan Joubert,900,10.0,1.0,0.0,Luxembourg,2016, Euro Qualifying
Ho Man Fai,90,100.0,0.0,0.0,Macau,2016, Friendlies (M)
Charles Swini,90,100.0,0.0,0.0,Malawi,2016, Friendlies (M)
Khairul Fahmi Che Mat,286,0.0,0.0,0.0,Malaysia,2016, Friendlies (M)
Mohamed Faisal,180,0.0,0.0,0.0,Maldives,2016, Friendlies (M)
Djigui Diarra,45,0.0,0.0,0.0,Mali,2016, Friendlies (M)
Andrew Hogg,810,0.0,0.0,1.0,Malta,2016, Euro Qualifying
Mohamed Salah Din Boubacar,180,50.0,0.0,0.0,Mauritania,2016, Friendlies (M)
Guillermo Ochoa,180,50.0,0.0,0.0,Mexico,2016, Copa América Centenario
Ilie Cebanu,810,0.0,0.0,0.0,Moldova,2016, Euro Qualifying
Vukasin Poleksic,720,50.0,0.0,1.0,Montenegro,2016, Euro Qualifying
Yassine El Kharroubi,180,50.0,0.0,0.0,Morocco,2016, Friendlies (M)
Guirrugo,270,0.0,0.0,0.0,Mozambique,2016, Friendlies (M)
Kyaw Zin Phyo,247,33.3,0.0,0.0,Myanmar,2016, Friendlies (M)
Maximilian Mbaeva,90,100.0,0.0,0.0,Namibia,2016, Friendlies (M)
Bikesh Kuthu,270,66.7,0.0,0.0,Nepal,2016, Friendlies (M)
Jasper Cillessen,720,25.0,0.0,0.0,Netherlands,2016, Euro Qualifying
Thomas Schmidt,180,50.0,0.0,0.0,New,2016, Friendlies (M)
Stefan Marinovic,180,0.0,0.0,0.0,New,2016, Friendlies (M)
Diedrich Tellez,360,25.0,0.0,0.0,Nicaragua,2016, Friendlies (M)
Daniel Akpeyi,90,0.0,0.0,0.0,Nigeria,2016, Friendlies (M)
Tome Pacovski,810,0.0,0.0,0.0,North,2016, Euro Qualifying
Michael McGovern,360,25.0,0.0,0.0,Northern,2016, UEFA Euro
rjan Nyland,"1,080",50.0,0.0,0.0,Norway,2016, Euro Qualifying
Faiz Al-Rushaidi,540,33.3,1.0,0.0,Oman,2016, Friendlies (M)
Tawfiq Ali,270,0.0,0.0,0.0,Palestine,2016, Friendlies (M)
Jaime Penedo,270,0.0,0.0,0.0,Panama,2016, Copa América Centenario
Ronald Warisan,270,0.0,0.0,0.0,Papua,2016, Friendlies (M)
Justo Villar,270,33.3,0.0,0.0,Paraguay,2016, Copa América Centenario
Pedro Gallese,390,75.0,0.0,0.0,Peru,2016, Copa América Centenario
Roland Muller,135,50.0,0.0,0.0,Philippines,2016, Friendlies (M)
ukasz Fabianski,420,50.0,0.0,0.0,Poland,2016, UEFA Euro
Rui Patricio,720,57.1,0.0,0.0,Portugal,2016, UEFA Euro
Matthew Sanchez,90,0.0,0.0,0.0,Puerto,2016, Friendlies (M)
Amine Lecomte,315,25.0,0.0,0.0,Qatar,2016, Friendlies (M)
Darren Randolph,360,25.0,0.0,0.0,Republic,2016, UEFA Euro
Ciprian Tatarusanu,270,0.0,0.0,0.0,Romania,2016, UEFA Euro
Igor Akinfeev,270,0.0,0.0,0.0,Russia,2016, UEFA Euro
Jean Luc Ndayishimiye,242,33.3,0.0,0.0,Rwanda,2016, Friendlies (M)
Jamal Francis,225,100.0,0.0,0.0,Saint,2016, Friendlies (M)
Aldo Junior Simoncini,720,12.5,0.0,1.0,San,2016, Euro Qualifying
Yasser Al Mosailem,45,100.0,0.0,0.0,Saudi,2016, Friendlies (M)
David Marshall,810,22.2,0.0,0.0,Scotland,2016, Euro Qualifying
Khadim N'Diaye,90,100.0,0.0,0.0,Senegal,2016, Friendlies (M)
Vladimir Stojkovic,720,25.0,1.0,2.0,Serbia,2016, Euro Qualifying
Solomon Morris,180,50.0,0.0,0.0,Sierra,2016, Friendlies (M)
Hassan Sunny,405,40.0,0.0,0.0,Singapore,2016, Friendlies (M)
Matus Kozacik,360,25.0,0.0,1.0,Slovakia,2016, UEFA Euro
Samir Handanovic,990,36.4,0.0,0.0,Slovenia,2016, Euro Qualifying
Philip Mango,270,33.3,0.0,0.0,Solomon,2016, Friendlies (M)
Itumeleng Khune,90,100.0,0.0,0.0,South,2016, Friendlies (M)
David de Gea,360,50.0,0.0,0.0,Spain,2016, UEFA Euro
Prabath Arunasiri,180,0.0,0.0,0.0,Sri,2016, Friendlies (M)
Akram El Hadi Salim,180,0.0,0.0,0.0,Sudan,2016, Friendlies (M)
Claidel Kohinoor,90,0.0,0.0,0.0,Suriname,2016, Friendlies (M)
Andreas Isaksson,270,0.0,0.0,0.0,Sweden,2016, UEFA Euro
Yann Sommer,390,50.0,0.0,0.0,Switzerland,2016, UEFA Euro
Ibrahim Alma,290,100.0,0.0,0.0,Syria,2016, Friendlies (M)
Abduazizov Mahkamov,360,50.0,0.0,0.0,Tajikistan,2016, Friendlies (M)
Aishi Manula,117,0.0,0.0,0.0,Tanzania,2016, Friendlies (M)
Kawin Thamsatchanan,300,33.3,0.0,0.0,Thailand,2016, Friendlies (M)
Ramos Maxanches,90,0.0,0.0,0.0,Timor-Leste,2016, Friendlies (M)
Kossi Agassa,450,60.0,0.0,0.0,Togo,2016, Friendlies (M)
Adrian Foncette,315,0.0,0.0,0.0,Trinidad,2016, Friendlies (M)
Rami Jridi,90,100.0,0.0,0.0,Tunisia,2016, Friendlies (M)
Volkan Babacan,270,33.3,0.0,0.0,Turkey,2016, UEFA Euro
Mammet Orazmuhammedow,223,0.0,1.0,0.0,Turkmenistan,2016, Friendlies (M)
Robert Odongkara,180,0.0,0.0,0.0,Uganda,2016, Friendlies (M)
Andriy Pyatov,270,0.0,0.0,0.0,Ukraine,2016, UEFA Euro
Majed Naser,180,0.0,0.0,0.0,United,2016, Friendlies (M)
Brad Guzan,450,40.0,0.0,0.0,United,2016, Copa América Centenario
Fernando Muslera,270,33.3,0.0,0.0,Uruguay,2016, Copa América Centenario
Alexander Lobanov,270,66.7,0.0,0.0,Uzbekistan,2016, Friendlies (M)
Dani Hernandez,360,50.0,0.0,0.0,Venezuela,2016, Copa América Centenario
Tran Nguyen Manh,225,33.3,0.0,0.0,Vietnam,2016, Friendlies (M)
Wayne Hennessey,450,40.0,0.0,0.0,Wales,2016, UEFA Euro
Kennedy Mweene,98,200.0,0.0,0.0,Zambia,2016, Friendlies (M)
Tatenda Mkuruva,245,100.0,0.0,0.0,Zimbabwe,2016, Friendlies (M)
Ovays Azizi,270,0.0,0.0,0.0,Afghanistan,2017, Friendlies (M)
Thomas Strakosha,161,0.0,0.0,0.0,Albania,2017, Friendlies (M)
Malik Asselah,180,0.0,0.0,0.0,Algeria,2017, Africa Cup of Nations
Josep Gomes,90,0.0,0.0,0.0,Andorra,2017, Friendlies (M)
Dominique,360,0.0,0.0,0.0,Angola,2017, Africa Cup of Nations qualification
Nahuel Guzman,90,100.0,0.0,0.0,Argentina,2017, Friendlies (M)
Arsen Beglaryan,270,33.3,0.0,0.0,Armenia,2017, Friendlies (M)
Mathew Ryan,270,0.0,0.0,0.0,Australia,2017, FIFA Confederations Cup
Heinz Lindner,180,0.0,0.0,0.0,Austria,2017, Friendlies (M)
Salahat Aghayev,90,0.0,0.0,0.0,Azerbaijan,2017, Friendlies (M)
Sayed Mohammed Jaffer,180,0.0,0.0,0.0,Bahrain,2017, Friendlies (M)
Jason Boxhill,90,0.0,0.0,0.0,Barbados,2017, Friendlies (M)
Alyaksandr Hutar,180,0.0,1.0,0.0,Belarus,2017, Friendlies (M)
Thibaut Courtois,180,0.0,0.0,0.0,Belgium,2017, Friendlies (M)
Fabien Farnolle,360,0.0,0.0,0.0,Benin,2017, Africa Cup of Nations qualification
Jahquil Hill,170,0.0,0.0,0.0,Bermuda,2017, Friendlies (M)
Carlos Lampe,180,50.0,0.0,0.0,Bolivia,2017, Friendlies (M)
Asmir Begovic,90,0.0,0.0,0.0,Bosnia,2017, Friendlies (M)
Kabelo Dambe,450.0,20.0,0.0,0.0,Botswana,2017, Africa Cup of Nations qualification
Alisson,135,50.0,0.0,0.0,Brazil,2017, Friendlies (M)
Plamen Iliev,90,100.0,0.0,0.0,Bulgaria,2017, Friendlies (M)
Herve Koffi,570,50.0,0.0,0.0,Burkina,2017, Africa Cup of Nations
Omar Biha,90,0.0,0.0,0.0,Burundi,2017, Africa Cup of Nations qualification
Um Sereirath,180,0.0,0.0,0.0,Cambodia,2017, Friendlies (M)
Fabrice Ondoa,270,0.0,0.0,0.0,Cameroon,2017, FIFA Confederations Cup
Milan Borjan,334,25.0,0.0,0.0,Canada,2017, Gold Cup
Vozinha,540,0.0,0.0,1.0,Cape,2017, Africa Cup of Nations qualification
Geoffrey Lembet,360,25.0,0.0,0.0,Central,2017, Africa Cup of Nations qualification
Claudio Bravo,300,33.3,0.0,0.0,Chile,2017, FIFA Confederations Cup
Yan Junling,180,0.0,0.0,0.0,China,2017, Friendlies (M)
Pan Wen-chieh,360,50.0,0.0,0.0,Chinese,2017, Friendlies (M)
David Ospina,151,50.0,0.0,0.0,Colombia,2017, Friendlies (M)
Ali Ahamada,360,25.0,0.0,0.0,Comoros,2017, Africa Cup of Nations qualification
Ley Matampi,360,25.0,0.0,0.0,Congo,2017, Africa Cup of Nations
Christoffer Mafoumbi,450,0.0,0.0,0.0,Congo,2017, Africa Cup of Nations qualification
Patrick Pemberton,360,50.0,0.0,0.0,Costa,2017, Gold Cup
Lovre Kalinic,180,0.0,0.0,0.0,Croatia,2017, Friendlies (M)
Eloy Room,270,0.0,0.0,0.0,Curaçao,2017, Gold Cup
Antonis Georgallides,180,0.0,0.0,0.0,Cyprus,2017, Friendlies (M)
Tomas Vaclik,123,0.0,0.0,0.0,Czech,2017, Friendlies (M)
Sylvain Gbohouo,270,33.3,0.0,0.0,Côte,2017, Africa Cup of Nations
Frederik Rnnow,90,0.0,0.0,0.0,Denmark,2017, Friendlies (M)
Hassan Guedi Bouh,540,0.0,0.0,1.0,Djibouti,2017, Africa Cup of Nations qualification
Maximo Banguera,90,100.0,0.0,0.0,Ecuador,2017, Friendlies (M)
Essam El-Hadary,545,80.0,0.0,0.0,Egypt,2017, Africa Cup of Nations
Derby Carrillo,284,33.3,1.0,0.0,El,2017, Gold Cup
Joe Hart,180,50.0,0.0,0.0,England,2017, Friendlies (M)
Felipe Ovono,540,16.7,0.0,0.0,Equatorial,2017, Africa Cup of Nations qualification
Marko Meerits,315,100.0,0.0,0.0,Estonia,2017, Friendlies (M)
Nhlanhla Gwebu,245,0.0,0.0,0.0,Eswatini,2017, Africa Cup of Nations qualification
Tariku Getnet,180,0.0,0.0,0.0,Ethiopia,2017, Africa Cup of Nations qualification
Tevita Koroi,90,100.0,0.0,0.0,Fiji,2017, Friendlies (M)
Lukas Hradecky,90,0.0,0.0,0.0,Finland,2017, Friendlies (M)
Hugo Lloris,270.0,33.3,0.0,0.0,France,2017, Friendlies (M)
Didier Ovono,270,33.3,0.0,0.0,Gabon,2017, Africa Cup of Nations
Modou Jobe,270,66.7,0.0,0.0,Gambia,2017, Africa Cup of Nations qualification
Roin Kvaskhvadze,180,0.0,0.0,0.0,Georgia,2017, Friendlies (M)
Marc-Andre ter Stegen,360,25.0,0.0,0.0,Germany,2017, FIFA Confederations Cup
Brimah Razak,450,40.0,0.0,0.0,Ghana,2017, Africa Cup of Nations
Jason Belfon,310,0.0,0.0,0.0,Grenada,2017, Friendlies (M)
Jonas Mendes,270,0.0,0.0,0.0,Guinea-Bissau,2017, Africa Cup of Nations
Naby Yattara,180,50.0,0.0,0.0,Guinea,2017, Africa Cup of Nations qualification
Andrew Durant,90,0.0,0.0,0.0,Guyana,2017, Friendlies (M)
Johny Placide,90,0.0,0.0,0.0,Haiti,2017, Friendlies (M)
Luis Lopez Fernandez,360,50.0,0.0,0.0,Honduras,2017, Gold Cup
Yapp Hung Fai,270,66.7,0.0,0.0,Hong,2017, Friendlies (M)
Denes Dibusz,90.0,100.0,0.0,0.0,Hungary,2017, Friendlies (M)
Ogmundur Kristinsson,135,50.0,0.0,0.0,Iceland,2017, Friendlies (M)
Gurpreet Singh Sandhu,180,50.0,0.0,0.0,India,2017, Friendlies (M)
Kurnia Meiga,142,100.0,0.0,0.0,Indonesia,2017, Friendlies (M)
Alireza Beiranvand,315,25.0,0.0,0.0,Iran,2017, Friendlies (M)
Fahad Talib,225,33.3,0.0,0.0,Iraq,2017, Friendlies (M)
David Goresh,90,0.0,0.0,0.0,Israel,2017, Friendlies (M)
Gianluigi Donnarumma,180,50.0,0.0,0.0,Italy,2017, Friendlies (M)
Andre Blake,473,50.0,0.0,0.0,Jamaica,2017, Gold Cup
Eiji Kawashima,360,0.0,0.0,1.0,Japan,2017, Friendlies (M)
Yazeed Abulaila,183,50.0,0.0,0.0,Jordan,2017, Friendlies (M)
Stas Pokatilov,90,0.0,0.0,0.0,Kazakhstan,2017, Friendlies (M)
Boniface Oluoch,270,0.0,0.0,0.0,Kenya,2017, Africa Cup of Nations qualification
Ri Myong-guk,300,0.0,0.0,0.0,Korea,2017, Friendlies (M)
Kim Seung-gyu,270,33.3,0.0,0.0,Korea,2017, Friendlies (M)
Samir Ujkani,68,0.0,0.0,0.0,Kosovo,2017, Friendlies (M)
Hameed Al-Qallaf,90,100.0,0.0,0.0,Kuwait,2017, Friendlies (M)
Outthilath Nammakhoth,180,0.0,0.0,0.0,Laos,2017, Friendlies (M)
Andris Vanins,135,0.0,0.0,0.0,Latvia,2017, Friendlies (M)
Mehdi Khalil,90,100.0,0.0,0.0,Lebanon,2017, Friendlies (M)
Mohau Kuenane,180,0.0,0.0,0.0,Lesotho,2017, Africa Cup of Nations qualification
Tommy Songo's,270,66.7,0.0,0.0,Liberia,2017, Africa Cup of Nations qualification
Muhammad Nashnoush,524,33.3,0.0,0.0,Libya,2017, Africa Cup of Nations qualification
Benjamin Buchel,180,0.0,0.0,0.0,Liechtenstein,2017, Friendlies (M)
Ralph Schon,180,0.0,0.0,0.0,Luxembourg,2017, Friendlies (M)
Fong Chi Hang,90,0.0,1.0,0.0,Macau,2017, Friendlies (M)
