Player,Min,CS%,PKsv,PKm,Country,Year,Comp
Emery Mvuyekure,360,0.0,1.0,0.0,Rwanda,2022, WCQ — CAF (M)
Julani Archibald,450,60.0,0.0,1.0,Saint,2022, WCQ — CONCACAF (M)
Jadiel Chance,180,0.0,0.0,0.0,Saint,2022, WCQ — CONCACAF (M)
Elia Benedettini,720,0.0,0.0,1.0,San,2022, WCQ — UEFA (M)
Mohammed Al-Owais,968,72.7,0.0,0.0,Saudi,2022, WCQ — AFC (M)
Craig Gordon,540,66.7,0.0,0.0,Scotland,2022, WCQ — UEFA (M)
Edouard Mendy,360,25.0,0.0,0.0,Senegal,2022, WCQ — CAF (M)
Predrag Rajkovic,450,20.0,0.0,0.0,Serbia,2022, WCQ — UEFA (M)
Romeo Barra,180,0.0,0.0,0.0,Seychelles,2022, WCQ — CAF (M)
Izwan Mahbud,720,0.0,1.0,0.0,Singapore,2022, WCQ — AFC (M)
Marek Rodak,450,20.0,0.0,0.0,Slovakia,2022, WCQ — UEFA (M)
Jan Oblak,720,37.5,0.0,0.0,Slovenia,2022, WCQ — UEFA (M)
Saciid Aweys Cali,90,0.0,0.0,0.0,Somalia,2022, WCQ — CAF (M)
Ronwen Williams,360,75.0,0.0,0.0,South,2022, WCQ — CAF (M)
Unai Simon,523,33.3,0.0,0.0,Spain,2022, WCQ — UEFA (M)
Sujan Perera,630,0.0,0.0,0.0,Sri,2022, WCQ — AFC (M)
Ali Aboeshren,360,0.0,0.0,0.0,Sudan,2022, WCQ — CAF (M)
Warner Hahn,342,75.0,0.0,0.0,Suriname,2022, WCQ — CONCACAF (M)
Robin Olsen,360,50.0,0.0,0.0,Sweden,2022, WCQ — UEFA (M)
Yann Sommer,540,83.3,0.0,1.0,Switzerland,2022, WCQ — UEFA (M)
Ibrahim Alma,990,27.3,0.0,0.0,Syria,2022, WCQ — AFC (M)
Rustam Jatimov,720,50.0,0.0,0.0,Tajikistan,2022, WCQ — AFC (M)
Aishi Manula,360,25.0,0.0,0.0,Tanzania,2022, WCQ — CAF (M)
Siwarak Tedsungnoen,540,33.3,0.0,0.0,Thailand,2022, WCQ — AFC (M)
Aderito Raul Fernandes,180,0.0,2.0,0.0,Timor-Leste,2022, WCQ — AFC (M)
Malcolm Barcola,360,0.0,0.0,0.0,Togo,2022, WCQ — CAF (M)
Adrian Foncette,180,100.0,0.0,0.0,Trinidad,2022, WCQ — CONCACAF (M)
Farouk Ben Mustapha,360,100.0,0.0,0.0,Tunisia,2022, WCQ — CAF (M)
Ugurcan Cakr,630,28.6,0.0,1.0,Turkey,2022, WCQ — UEFA (M)
Mammet Orazmuhammedow,360,50.0,0.0,0.0,Turkmenistan,2022, WCQ — AFC (M)
Pendieno Brooks,225,0.0,0.0,1.0,Turks,2022, WCQ — CONCACAF (M)
Charles Lukwago,270,100.0,0.0,0.0,Uganda,2022, WCQ — CAF (M)
Andriy Pyatov,360,0.0,0.0,0.0,Ukraine,2022, WCQ — UEFA (M)
Ali Khasif,720,37.5,2.0,0.0,United,2022, WCQ — AFC (M)
Lionel Brown,360,0.0,0.0,0.0,United,2022, WCQ — CONCACAF (M)
Matt Turner,450,40.0,0.0,0.0,United,2022, WCQ — CONCACAF (M)
Fernando Muslera,720,50.0,0.0,0.0,Uruguay,2022, WCQ — CONMEBOL (M)
Eldorbek Suyunov,450,40.0,0.0,0.0,Uzbekistan,2022, WCQ — AFC (M)
Wuilker Farinez,810,0.0,0.0,0.0,Venezuela,2022, WCQ — CONMEBOL (M)
ang Van Lam,540,66.7,0.0,0.0,Vietnam,2022, WCQ — AFC (M)
Danny Ward,540,50.0,0.0,0.0,Wales,2022, WCQ — UEFA (M)
Salem Saeed,450,20.0,0.0,0.0,Yemen,2022, WCQ — AFC (M)
Mwenya Chibwe,360,0.0,0.0,0.0,Zambia,2022, WCQ — CAF (M)
Talbert Shumba,270,33.3,0.0,0.0,Zimbabwe,2022, WCQ — CAF (M)
Hul Kimhuy,90,0.0,0.0,0.0,Cambodia,2023, AFC Asian Cup qualification
Shih Shin-an,180,0.0,0.0,0.0,Chinese,2023, AFC Asian Cup qualification
Dallas Jaye,180,0.0,0.0,0.0,Guam,2023, AFC Asian Cup qualification
Muhammad Riyandi,180,50.0,0.0,0.0,Indonesia,2023, AFC Asian Cup qualification
