,NomDesClubs,lienClubDetails,SexeDuClub,divisionDuClub,linkDivisionDetail,DebutSaisonSave,DerniereSaisonSave,NombreDeCompetitionJoue,nombreDePremierePlace
0,Neftchi PFK,https://fbref.com/fr/equipes/d0ab5e26/historique/Stats-et-historique-de-Neftchi-PFK,H, -- no info -- ,pas de détails ,1996-1997,2021-2022,0,0
0,Qarabağ FK,https://fbref.com/fr/equipes/44b65410/historique/Stats-et-historique-de-Qarabag-FK,H, -- no info -- ,pas de détails ,1997-1998,2021-2022,0,0
0,Sabail FK,https://fbref.com/fr/equipes/6642b67e/historique/Stats-et-historique-de-Sabail-FK,H, -- no info -- ,pas de détails ,2019-2020,2019-2020,0,
0,Shafa Baku,https://fbref.com/fr/equipes/f1b606f7/historique/Stats-et-historique-de-Shafa-Baku,H, -- no info -- ,pas de détails ,2001-2002,2001-2002,0,
0,Shamkir FK,https://fbref.com/fr/equipes/26930470/historique/Stats-et-historique-de-Shamkir-FK,H, -- no info -- ,pas de détails ,1999-2000,2004-2005,0,
0,Shuvalan FK,https://fbref.com/fr/equipes/15338911/historique/Stats-et-historique-de-Shuvalan,H, -- no info -- ,pas de détails ,2008-2009,2011-2012,0,
0,Simurq PIK,https://fbref.com/fr/equipes/32edda4c/historique/Stats-et-historique-de-Simurq-PIK,H, -- no info -- ,pas de détails ,2009-2010,2009-2010,0,
0,Sumgayit FK,https://fbref.com/fr/equipes/bb4fb2bf/historique/Stats-et-historique-de-Sumgayit-FK,H, -- no info -- ,pas de détails ,2020-2021,2021-2022,0,
0,Turan IK,https://fbref.com/fr/equipes/661746d6/historique/Stats-et-historique-de-Turan-IK,H, -- no info -- ,pas de détails ,1994-1995,1994-1995,0,
0,Zira FK,https://fbref.com/fr/equipes/ffb7956e/historique/Stats-et-historique-de-Zira,H, -- no info -- ,pas de détails ,2017-2018,2017-2018,0,
0,FC BATE Borisov,https://fbref.com/fr/equipes/b983b638/historique/Stats-et-historique-de-FC-BATE-Borisov,H, -- no info -- ,pas de détails ,1999-2000,2021-2022,0,0
0,FC Belshina Bobruisk,https://fbref.com/fr/equipes/8fb09347/historique/Stats-et-historique-de-FC-Belshina-Bobruisk,H, -- no info -- ,pas de détails ,1998-1999,2002-2003,0,
0,FC Dinamo Brest,https://fbref.com/fr/equipes/31742d51/historique/Stats-et-historique-de-FC-Dinamo-Brest,H, -- no info -- ,pas de détails ,2007-2008,2021-2022,0,
0,FC Dinamo Minsk,https://fbref.com/fr/equipes/e2a78c9d/historique/Stats-et-historique-de-FC-Dinamo-Minsk,H, -- no info -- ,pas de détails ,1993-1994,2020-2021,0,0
0,FC Dinamo-93 Minsk,https://fbref.com/fr/equipes/0bcd7eab/historique/Stats-et-historique-de-FC-Dinamo-93-Minsk,H, -- no info -- ,pas de détails ,1996-1997,1996-1997,0,
0,FC Dnepr Mogilev,https://fbref.com/fr/equipes/422ecddc/historique/Stats-et-historique-de-FC-Dnepr-Mogilev,H, -- no info -- ,pas de détails ,1999-2000,2010-2011,0,
0,FC Gomel,https://fbref.com/fr/equipes/23afe41d/historique/Stats-et-historique-de-FC-Gomel,H, -- no info -- ,pas de détails ,2000-2001,2012-2013,0,0
0,FC Minsk,https://fbref.com/fr/equipes/429af459/historique/Stats-et-historique-de-FC-Minsk,H, -- no info -- ,pas de détails ,2011-2012,2013-2014,0,
0,FC Minsk,https://fbref.com/fr/equipes/768fae36/historique/Stats-et-historique-de-FC-Minsk-Women,F, -- no info -- ,pas de détails ,2014-2015,2021-2022,0,0
0,FC Naftan Novopolotsk,https://fbref.com/fr/equipes/eac13497/historique/Stats-et-historique-de-FC-Naftan-Novopolotsk,H, -- no info -- ,pas de détails ,2009-2010,2012-2013,0,
0,FC Neman Grodno,https://fbref.com/fr/equipes/28e7926c/historique/Stats-et-historique-de-FC-Neman-Grodno,H, -- no info -- ,pas de détails ,2003-2004,2014-2015,0,
0,FC Partizan Minsk,https://fbref.com/fr/equipes/1fee1908/historique/Stats-et-historique-de-FC-Partizan-Minsk,H, -- no info -- ,pas de détails ,2005-2006,2009-2010,0,
0,FC Shakhtyor Soligorsk,https://fbref.com/fr/equipes/7517d495/historique/Stats-et-historique-de-FC-Shakhtyor-Soligorsk,H, -- no info -- ,pas de détails ,2001-2002,2021-2022,0,
0,FC Slavia-Mozyr,https://fbref.com/fr/equipes/99b9bc88/historique/Stats-et-historique-de-FC-Slavia-Mozyr,H, -- no info -- ,pas de détails ,1997-1998,2001-2002,0,0
0,FC Torpedo-BelAZ Zhodino,https://fbref.com/fr/equipes/f7e8060a/historique/Stats-et-historique-de-FC-Torpedo-BelAZ-Zhodino,H, -- no info -- ,pas de détails ,2010-2011,2021-2022,0,
0,FC Vitebsk,https://fbref.com/fr/equipes/3f2bd811/historique/Stats-et-historique-de-FC-Vitebsk,H, -- no info -- ,pas de détails ,2019-2020,2019-2020,0,
0,FK Dynamo-BDU Minsk,https://fbref.com/fr/equipes/3997bac6/historique/Stats-et-historique-de-FK-Dynamo-BDU-Minsk,F, -- no info -- ,pas de détails ,2021-2022,2021-2022,0,
0,AFC Tubize,https://fbref.com/fr/equipes/a2dc07ac/historique/Stats-et-historique-de-Tubize,H, -- no info -- ,pas de détails ,2008-2009,2018-2019,6,0
0,AS Verbroedering Geel,https://fbref.com/fr/equipes/d0420e9c/historique/Stats-et-historique-de-AS-Verbroedering-Geel,H, -- no info -- ,pas de détails ,2014-2015,2015-2016,2,
0,Beerschot AC,https://fbref.com/fr/equipes/2a1fc08b/historique/Stats-et-historique-de-Beerschot,H, -- no info -- ,pas de détails ,1991-1992,2012-2013,10,0
0,Cercle Brugge KSV,https://fbref.com/fr/equipes/e8d2adc4/historique/Stats-et-historique-de-Cercle-Brugge,H,Belgian First Division A,https://fbref.com/fr/comps/37/Statistiques-Belgian-First-Division-A,2003-2004,2021-2022,19,1
0,Club Brugge KV,https://fbref.com/fr/equipes/f1e6c5f1/historique/Stats-et-historique-de-Club-Brugge,H,Belgian First Division A,https://fbref.com/fr/comps/37/Statistiques-Belgian-First-Division-A,1990-1991,2021-2022,19,5
0,Club NXT,https://fbref.com/fr/equipes/ad590ea7/historique/Stats-et-historique-de-Club-NXT,H, -- no info -- ,pas de détails ,2020-2021,2020-2021,1,
0,Excel Mouscron,https://fbref.com/fr/equipes/f780fd06/historique/Stats-et-historique-de-Excel-Mouscron,H,Belgian First Division B,https://fbref.com/fr/comps/69/Statistiques-Belgian-First-Division-B,2012-2013,2021-2022,8,0
0,FCV Dender EH,https://fbref.com/fr/equipes/868afa3f/historique/Stats-et-historique-de-Dender,H, -- no info -- ,pas de détails ,2007-2008,2008-2009,2,0
0,K. Beringen-Heusden-Zolder,https://fbref.com/fr/equipes/a5d696cc/historique/Stats-et-historique-de-Beringen-Heusden-Zolder,H, -- no info -- ,pas de détails ,2003-2004,2003-2004,1,0
0,KAA Gent,https://fbref.com/fr/equipes/51e5a603/historique/Stats-et-historique-de-Gent,H,Belgian First Division A,https://fbref.com/fr/comps/37/Statistiques-Belgian-First-Division-A,1991-1992,2021-2022,19,1
0,KAS Eupen,https://fbref.com/fr/equipes/5809ddc3/historique/Stats-et-historique-de-Eupen,H,Belgian First Division A,https://fbref.com/fr/comps/37/Statistiques-Belgian-First-Division-A,2009-2010,2021-2022,9,0
0,KFC Dessel Sport,https://fbref.com/fr/equipes/6b44e810/historique/Stats-et-historique-de-Dessel-Sport,H, -- no info -- ,pas de détails ,2014-2015,2015-2016,2,
0,KFC Verbroedering Geel,https://fbref.com/fr/equipes/25c62e18/historique/Stats-et-historique-de-Geel,H, -- no info -- ,pas de détails ,2005-2006,2005-2006,0,0
0,KFC Vigor Wuitens Hamme,https://fbref.com/fr/equipes/2e636529/historique/Stats-et-historique-de-Hamme,H, -- no info -- ,pas de détails ,2005-2006,2005-2006,0,0
0,KFCO Beerschot Wilrijk,https://fbref.com/fr/equipes/c16e44ce/historique/Stats-et-historique-de-Beerschot-Wilrijk,H,Belgian First Division A,https://fbref.com/fr/comps/37/Statistiques-Belgian-First-Division-A,2017-2018,2021-2022,5,1
0,KMSK Deinze,https://fbref.com/fr/equipes/d6611ea0/historique/Stats-et-historique-de-KMSK-Deinze,H,Belgian First Division B,https://fbref.com/fr/comps/69/Statistiques-Belgian-First-Division-B,2015-2016,2021-2022,3,
0,KRC Genk,https://fbref.com/fr/equipes/1e972a99/historique/Stats-et-historique-de-Genk,H,Belgian First Division A,https://fbref.com/fr/comps/37/Statistiques-Belgian-First-Division-A,1999-2000,2021-2022,19,2
0,KRC Mechelen,https://fbref.com/fr/equipes/32e7457c/historique/Stats-et-historique-de-KRC-Mechelen,H, -- no info -- ,pas de détails ,2014-2015,2014-2015,1,
0,KSK Beveren,https://fbref.com/fr/equipes/ed2cac90/historique/Stats-et-historique-de-Beveren,H, -- no info -- ,pas de détails ,2003-2004,2006-2007,4,0
0,KSK Heist,https://fbref.com/fr/equipes/c4989af9/historique/Stats-et-historique-de-Heist,H, -- no info -- ,pas de détails ,2014-2015,2015-2016,2,
0,KSV Roeselare,https://fbref.com/fr/equipes/ec36fcb9/historique/Stats-et-historique-de-Roeselare,H, -- no info -- ,pas de détails ,2005-2006,2019-2020,11,0
0,KSV Waregem,https://fbref.com/fr/equipes/a556bb54/historique/Stats-et-historique-de-KSV-Waregem,H, -- no info -- ,pas de détails ,1993-1994,1993-1994,0,0
0,KV Kortrijk,https://fbref.com/fr/equipes/77193015/historique/Stats-et-historique-de-Kortrijk,H,Belgian First Division A,https://fbref.com/fr/comps/37/Statistiques-Belgian-First-Division-A,2006-2007,2021-2022,14,0
0,KV Mechelen,https://fbref.com/fr/equipes/09f00144/historique/Stats-et-historique-de-Mechelen,H,Belgian First Division A,https://fbref.com/fr/comps/37/Statistiques-Belgian-First-Division-A,1990-1991,2021-2022,15,1
0,KV Oostende,https://fbref.com/fr/equipes/95b895fe/historique/Stats-et-historique-de-Oostende,H,Belgian First Division A,https://fbref.com/fr/comps/37/Statistiques-Belgian-First-Division-A,2004-2005,2021-2022,10,0
0,KV Woluwe-Zaventem,https://fbref.com/fr/equipes/8f9fe239/historique/Stats-et-historique-de-KV-Woluwe-Zaventem,H, -- no info -- ,pas de détails ,2014-2015,2014-2015,1,
0,KVC Westerlo,https://fbref.com/fr/equipes/57b6cfb8/historique/Stats-et-historique-de-Westerlo,H,Belgian First Division B,https://fbref.com/fr/comps/69/Statistiques-Belgian-First-Division-B,2001-2002,2021-2022,17,0
0,KVV Coxyde,https://fbref.com/fr/equipes/7353c34d/historique/Stats-et-historique-de-KVV-Coxyde,H, -- no info -- ,pas de détails ,2015-2016,2015-2016,1,
0,Lierse Kempenzonen,https://fbref.com/fr/equipes/97c66f8c/historique/Stats-et-historique-de-Lierse-Kempenzonen,H,Belgian First Division B,https://fbref.com/fr/comps/69/Statistiques-Belgian-First-Division-B,2020-2021,2021-2022,2,
0,Lierse SK,https://fbref.com/fr/equipes/9ea31445/historique/Stats-et-historique-de-Lierse,H, -- no info -- ,pas de détails ,1995-1996,2017-2018,12,0
0,Lommel SK,https://fbref.com/fr/equipes/6f98eba9/historique/Stats-et-historique-de-Lommel-SK,H,Belgian First Division B,https://fbref.com/fr/comps/69/Statistiques-Belgian-First-Division-B,2005-2006,2021-2022,7,0
0,OH Leuven,https://fbref.com/fr/equipes/27e981a3/historique/Stats-et-historique-de-OH-Leuven,H,Belgian First Division A,https://fbref.com/fr/comps/37/Statistiques-Belgian-First-Division-A,2011-2012,2021-2022,11,0
0,R. Charleroi SC,https://fbref.com/fr/equipes/140e320a/historique/Stats-et-historique-de-Charleroi,H,Belgian First Division A,https://fbref.com/fr/comps/37/Statistiques-Belgian-First-Division-A,1994-1995,2021-2022,18,0
0,R.E. Virton,https://fbref.com/fr/equipes/3ae1e75f/historique/Stats-et-historique-de-RE-Virton,H,Belgian First Division B,https://fbref.com/fr/comps/69/Statistiques-Belgian-First-Division-B,2014-2015,2021-2022,4,
0,R.F.C. Seraing,https://fbref.com/fr/equipes/89e806ff/historique/Stats-et-historique-de-RFC-Seraing,H,Belgian First Division A,https://fbref.com/fr/comps/37/Statistiques-Belgian-First-Division-A,1994-1995,2021-2022,4,0
0,RAA Louviéroise,https://fbref.com/fr/equipes/11474078/historique/Stats-et-historique-de-La-Louviere,H, -- no info -- ,pas de détails ,2003-2004,2005-2006,3,0
0,RAEC Mons,https://fbref.com/fr/equipes/5894f11f/historique/Stats-et-historique-de-Mons,H, -- no info -- ,pas de détails ,2003-2004,2014-2015,9,0
0,RE Mouscron,https://fbref.com/fr/equipes/5be3855a/historique/Stats-et-historique-de-Mouscron,H, -- no info -- ,pas de détails ,1997-1998,2008-2009,6,0
0,Royal Antwerp FC,https://fbref.com/fr/equipes/c2e6b53b/historique/Stats-et-historique-de-Antwerp,H,Belgian First Division A,https://fbref.com/fr/comps/37/Statistiques-Belgian-First-Division-A,1990-1991,2021-2022,9,1
0,Royale Union SG,https://fbref.com/fr/equipes/e14f61a5/historique/Stats-et-historique-de-Union-SG,H,Belgian First Division A,https://fbref.com/fr/comps/37/Statistiques-Belgian-First-Division-A,2015-2016,2021-2022,7,1
0,RSC Anderlecht,https://fbref.com/fr/equipes/08ad393c/historique/Stats-et-historique-de-Anderlecht,H,Belgian First Division A,https://fbref.com/fr/comps/37/Statistiques-Belgian-First-Division-A,1990-1991,2021-2022,19,8
0,RSC Anderlecht,https://fbref.com/fr/equipes/231a3620/historique/Stats-et-historique-de-Anderlecht-Women,F, -- no info -- ,pas de détails ,2018-2019,2021-2022,0,0
0,RWD Molenbeek,https://fbref.com/fr/equipes/e423ea45/historique/Stats-et-historique-de-RWD-Molenbeek,H,Belgian First Division B,https://fbref.com/fr/comps/69/Statistiques-Belgian-First-Division-B,2020-2021,2021-2022,2,
0,RWDM Brussels FC,https://fbref.com/fr/equipes/09b8f0cd/historique/Stats-et-historique-de-Brussels,H, -- no info -- ,pas de détails ,1996-1997,2007-2008,4,0
0,RWS Bruxelles,https://fbref.com/fr/equipes/8af03614/historique/Stats-et-historique-de-RWS-Bruxelles,H, -- no info -- ,pas de détails ,2012-2013,2015-2016,2,1
0,SC Eendracht Aalst,https://fbref.com/fr/equipes/b04d7956/historique/Stats-et-historique-de-Eendracht-Aalst,H, -- no info -- ,pas de détails ,1995-1996,2014-2015,1,0
0,Sint-Truidense V.V.,https://fbref.com/fr/equipes/80328a1e/historique/Stats-et-historique-de-Sint-Truiden,H,Belgian First Division A,https://fbref.com/fr/comps/37/Statistiques-Belgian-First-Division-A,2003-2004,2021-2022,16,1
0,Sporting Lokeren,https://fbref.com/fr/equipes/bada91db/historique/Stats-et-historique-de-Lokeren,H, -- no info -- ,pas de détails ,2003-2004,2019-2020,17,0
0,Standard Fémina de Liège,https://fbref.com/fr/equipes/261c5544/historique/Stats-et-historique-de-Standard-Liege-Women,F, -- no info -- ,pas de détails ,2014-2015,2017-2018,0,0
0,Standard Liège,https://fbref.com/fr/equipes/33c6b26e/historique/Stats-et-historique-de-Standard-Liege,H,Belgian First Division A,https://fbref.com/fr/comps/37/Statistiques-Belgian-First-Division-A,1992-1993,2021-2022,19,2
0,SV Zulte Waregem,https://fbref.com/fr/equipes/ecd34b98/historique/Stats-et-historique-de-Zulte-Waregem,H,Belgian First Division A,https://fbref.com/fr/comps/37/Statistiques-Belgian-First-Division-A,2005-2006,2021-2022,17,0
0,Waasland-Beveren,https://fbref.com/fr/equipes/0217e4d8/historique/Stats-et-historique-de-Waasland-Beveren,H,Belgian First Division B,https://fbref.com/fr/comps/69/Statistiques-Belgian-First-Division-B,2010-2011,2021-2022,10,0
0,Avilés Industrial FC,https://fbref.com/fr/equipes/5a3d39ba/historique/Stats-et-historique-de-Aviles-Industrial,H, -- no info -- ,pas de détails ,2018,2018,0,0
0,CA Bermejo,https://fbref.com/fr/equipes/79bc805a/historique/Stats-et-historique-de-Bermejo,H, -- no info -- ,pas de détails ,2015,2015,0,0
0,CA Ciclón,https://fbref.com/fr/equipes/97f250bf/historique/Stats-et-historique-de-Ciclon,H, -- no info -- ,pas de détails ,2015-2016,2015-2016,3,0
0,CA Nacional Potosí,https://fbref.com/fr/equipes/ad63267c/historique/Stats-et-historique-de-Nacional-Potosi,H,División de Fútbol Profesional,https://fbref.com/fr/comps/74/Statistiques-Primera-Division,2014,2021,16,0
0,CD Guabirá,https://fbref.com/fr/equipes/92adb2d6/historique/Stats-et-historique-de-Guabira,H,División de Fútbol Profesional,https://fbref.com/fr/comps/74/Statistiques-Primera-Division,2016-2017,2021,12,0
0,CD Jorge Wilstermann,https://fbref.com/fr/equipes/a58173b2/historique/Stats-et-historique-de-Jorge-Wilstermann,H,División de Fútbol Profesional,https://fbref.com/fr/comps/74/Statistiques-Primera-Division,2014,2021,16,3
0,CD Oriente Petrolero,https://fbref.com/fr/equipes/bdc20e84/historique/Stats-et-historique-de-Oriente-Petrolero,H,División de Fútbol Profesional,https://fbref.com/fr/comps/74/Statistiques-Primera-Division,2014,2021,16,0
0,CD Real Tomayapo,https://fbref.com/fr/equipes/e0bd5e35/historique/Stats-et-historique-de-Real-Tomayapo,H,División de Fútbol Profesional,https://fbref.com/fr/comps/74/Statistiques-Primera-Division,2021,2021,1,
0,CD Universitario del Beni,https://fbref.com/fr/equipes/ab2292ee/historique/Stats-et-historique-de-Universitario-del-Beni,H, -- no info -- ,pas de détails ,2016,2016,0,0
0,CD Universitario San Francisco Xavier,https://fbref.com/fr/equipes/cbe01cc0/historique/Stats-et-historique-de-Universitario-de-Sucre,H, -- no info -- ,pas de détails ,2014,2018,11,0
0,Club Always Ready,https://fbref.com/fr/equipes/8d727f54/historique/Stats-et-historique-de-Always-Ready,H,División de Fútbol Profesional,https://fbref.com/fr/comps/74/Statistiques-Primera-Division,2019,2021,5,1
0,Club Atlético Palmaflor,https://fbref.com/fr/equipes/1492ae0a/historique/Stats-et-historique-de-Atletico-Palmaflor,H,División de Fútbol Profesional,https://fbref.com/fr/comps/74/Statistiques-Primera-Division,2020,2021,2,0
0,Club Aurora,https://fbref.com/fr/equipes/c0dcc2ac/historique/Stats-et-historique-de-Aurora,H,División de Fútbol Profesional,https://fbref.com/fr/comps/74/Statistiques-Primera-Division,2015,2021,8,0
0,Club Blooming,https://fbref.com/fr/equipes/40d8842e/historique/Stats-et-historique-de-Blooming,H,División de Fútbol Profesional,https://fbref.com/fr/comps/74/Statistiques-Primera-Division,2014-2015,2021,16,0
0,Club Bolívar,https://fbref.com/fr/equipes/e69cb5b6/historique/Stats-et-historique-de-Bolivar,H,División de Fútbol Profesional,https://fbref.com/fr/comps/74/Statistiques-Primera-Division,2014,2021,16,4
0,Club Destroyers,https://fbref.com/fr/equipes/a7941f55/historique/Stats-et-historique-de-Destroyers,H, -- no info -- ,pas de détails ,2017,2019,6,0
0,Club Independiente Petrolero,https://fbref.com/fr/equipes/8211ee59/historique/Stats-et-historique-de-Independiente-Petrolero,H,División de Fútbol Profesional,https://fbref.com/fr/comps/74/Statistiques-Primera-Division,2021,2021,1,
0,Club Petrolero,https://fbref.com/fr/equipes/eeb2c538/historique/Stats-et-historique-de-Club-Petrolero,H, -- no info -- ,pas de détails ,2014-2015,2017,8,0
0,Club Real Potosí,https://fbref.com/fr/equipes/48ac1e43/historique/Stats-et-historique-de-Real-Potosi,H,División de Fútbol Profesional,https://fbref.com/fr/comps/74/Statistiques-Primera-Division,2014-2015,2021,16,0
0,Club San José,https://fbref.com/fr/equipes/4073db4f/historique/Stats-et-historique-de-San-Jose,H,División de Fútbol Profesional,https://fbref.com/fr/comps/74/Statistiques-Primera-Division,2014,2021,16,1
0,Club Sport Boys Warnes,https://fbref.com/fr/equipes/93057a66/historique/Stats-et-historique-de-Sport-Boys-Warnes,H, -- no info -- ,pas de détails ,2014-2015,2019,14,1
0,Club The Strongest,https://fbref.com/fr/equipes/6dcc14bf/historique/Stats-et-historique-de-The-Strongest,H,División de Fútbol Profesional,https://fbref.com/fr/comps/74/Statistiques-Primera-Division,2014,2021,16,1
0,Club Universitario de Pando,https://fbref.com/fr/equipes/e6d0848a/historique/Stats-et-historique-de-Universitario-de-Pando,H, -- no info -- ,pas de détails ,2014-2015,2014-2015,1,
0,Real Santa Cruz,https://fbref.com/fr/equipes/f9667ebb/historique/Stats-et-historique-de-Real-Santa-Cruz,H,División de Fútbol Profesional,https://fbref.com/fr/comps/74/Statistiques-Primera-Division,2020,2021,2,
0,Royal Parí FC,https://fbref.com/fr/equipes/ee5932d2/historique/Stats-et-historique-de-Royal-Pari,H,División de Fútbol Profesional,https://fbref.com/fr/comps/74/Statistiques-Primera-Division,2018,2021,8,0
