Joueur,nationalite,equipe,age,poste,date_naissance,temps_de_jeu,matchs_joues,matchs_debutes,but_marques,but_marques_90,action_menant_but,action_menant_but_90,tirs_cardres_90,tirs_cardres_pourcent,tirs_total,passes_completees,passes_completees_pourcent,interceptions,tirs_blockes,tirs_menant_but_blockes,pressions_recupant_ball_pourcent,pressions,tackles,tackles_reussi,tackle_reussi_pct
Oghenekaro-Etebo,ng NGA,Watford,26-006,MF,1995,371.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,132.0,89.8,7.0,1.0,0.0,35.5,62.0,12.0,10.0,76.92307692307693
Jonny-Evans,nir NIR,Leicester City,33-316,DF,1988,387.0,5.0,4.0,0.0,0.0,1.0,0.23,0.23,100.0,1.0,231.0,83.1,17.0,5.0,0.0,29.0,31.0,5.0,2.0,33.33333333333333
Lukasz-Fabianski,pl POL,West Ham,36-211,GK,1985,990.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,68.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabinho,br BRA,Liverpool,28-023,MF,1993,559.0,7.0,6.0,1.0,0.16,2.0,0.32,0.32,25.0,8.0,317.0,88.8,10.0,2.0,0.0,25.5,102.0,11.0,5.0,41.66666666666667
Kiko-Femenia,es ESP,Watford,30-286,DF,1991,359.0,5.0,5.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,117.0,74.1,7.0,4.0,0.0,24.2,33.0,7.0,2.0,25.0
Bruno-Fernandes,pt POR,Manchester Utd,27-068,MF,1994,940.0,11.0,11.0,4.0,0.38,4.0,0.38,0.67,25.9,27.0,424.0,73.6,8.0,0.0,0.0,26.5,196.0,18.0,14.0,73.68421052631578
Alvaro-Fernandez,es ESP,Brentford,23-216,GK,1998,180.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,76.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico-Fernandez,ar ARG,Newcastle Utd,32-267,DF,1989,437.0,5.0,5.0,0.0,0.0,0.0,0.0,0.21,20.0,5.0,170.0,85.4,8.0,7.0,0.0,16.7,24.0,1.0,1.0,50.0
Fernandinho,br BRA,Manchester City,36-195,MF,1985,188.0,6.0,2.0,0.0,0.0,1.0,0.48,0.0,0.0,5.0,124.0,85.5,0.0,0.0,0.0,32.3,31.0,8.0,5.0,55.55555555555556
Roberto-Firmino,br BRA,Liverpool,30-044,FW,1991,371.0,8.0,4.0,4.0,0.97,2.0,0.49,1.46,50.0,12.0,137.0,77.0,1.0,0.0,0.0,34.4,93.0,9.0,6.0,60.0
Junior-Firpo,es ESP,Leeds United,25-085,DF,1996,464.0,6.0,5.0,0.0,0.0,1.0,0.19,0.0,0.0,3.0,233.0,84.7,11.0,1.0,0.0,28.1,89.0,18.0,10.0,52.63157894736842
Ashley-Fletcher,eng ENG,Watford,26-044,"FW,DF",1995,10.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,100.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,5.0,1.0,1.0,50.0
Phil-Foden,eng ENG,Manchester City,21-171,FW,2000,555.0,7.0,6.0,3.0,0.49,2.0,0.32,1.46,60.0,15.0,228.0,78.6,6.0,1.0,0.0,28.6,126.0,3.0,3.0,75.0
Pablo-Fornals,es ESP,West Ham,25-266,"FW,MF",1996,972.0,11.0,11.0,4.0,0.37,4.0,0.37,0.74,40.0,20.0,341.0,75.9,18.0,1.0,0.0,27.2,232.0,17.0,9.0,50.0
Adam-Forshaw,eng ENG,Leeds United,30-038,MF,1991,130.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,76.7,1.0,0.0,0.0,20.0,35.0,3.0,1.0,25.0
Marcus-Forss,fi FIN,Brentford,22-150,"FW,MF",1999,175.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,60.6,1.0,0.0,0.0,26.7,60.0,3.0,1.0,25.0
Ben-Foster,eng ENG,Watford,38-226,GK,1983,630.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,57.8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Ryan-Fraser,sct SCO,Newcastle Utd,27-264,MF,1994,202.0,7.0,2.0,0.0,0.0,1.0,0.45,0.0,0.0,5.0,36.0,69.2,3.0,0.0,0.0,20.0,20.0,1.0,0.0,0.0
Fred,br BRA,Manchester Utd,28-255,MF,1993,760.0,9.0,9.0,1.0,0.12,1.0,0.12,0.36,75.0,4.0,408.0,84.6,12.0,4.0,0.0,25.8,225.0,24.0,19.0,76.0
Ryan-Fredericks,eng ENG,West Ham,29-036,DF,1992,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conor-Gallagher,eng ENG,Crystal Palace,21-282,MF,2000,875.0,10.0,10.0,4.0,0.41,8.0,0.82,1.03,43.5,23.0,270.0,75.8,10.0,3.0,0.0,26.9,249.0,28.0,17.0,58.620689655172406
Dwight-Gayle,eng ENG,Newcastle Utd,31-029,FW,1990,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,11.1,9.0,1.0,0.0,0.0
Jean-Philippe-Gbamin,ci CIV,Everton,26-051,MF,1995,46.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,82.4,0.0,0.0,0.0,55.6,9.0,1.0,1.0,50.0
David-de-Gea,es ESP,Manchester Utd,31-008,GK,1990,990.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,79.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe-Gelhardt,eng ENG,Leeds United,19-195,"FW,MF",2002,43.0,2.0,0.0,0.0,0.0,2.0,4.19,2.09,33.3,3.0,6.0,75.0,1.0,0.0,0.0,36.4,11.0,0.0,0.0,0.0
Anwar-El-Ghazi,nl NED,Aston Villa,26-196,"FW,MF",1995,350.0,6.0,4.0,1.0,0.26,1.0,0.26,0.26,16.7,6.0,62.0,68.1,1.0,0.0,0.0,36.6,41.0,2.0,2.0,66.66666666666666
Saman-Ghoddos,ir IRN,Brentford,28-070,"MF,DF",1993,198.0,6.0,1.0,1.0,0.45,1.0,0.45,1.36,42.9,7.0,56.0,65.9,4.0,0.0,0.0,32.6,43.0,6.0,4.0,57.14285714285714
Dimitris-Giannoulis,gr GRE,Norwich City,26-029,DF,1995,382.0,7.0,5.0,0.0,0.0,0.0,0.0,0.24,50.0,2.0,171.0,76.3,11.0,2.0,0.0,23.8,63.0,11.0,5.0,41.66666666666667
Morgan-Gibbs-White,eng ENG,Wolves,21-292,"FW,MF",2000,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,70.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Ben-Gibson,eng ENG,Norwich City,28-304,DF,1993,694.0,8.0,8.0,0.0,0.0,0.0,0.0,0.26,50.0,4.0,313.0,84.8,16.0,7.0,0.0,30.6,36.0,5.0,3.0,50.0
Billy-Gilmour,sct SCO,Norwich City,20-157,MF,2001,348.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,184.0,84.8,7.0,0.0,0.0,27.2,81.0,11.0,8.0,66.66666666666666
Ben-Godfrey,eng ENG,Everton,23-304,DF,1998,679.0,8.0,8.0,0.0,0.0,2.0,0.27,0.4,30.0,10.0,215.0,75.7,23.0,7.0,0.0,29.8,94.0,16.0,7.0,41.17647058823529
Andre-Gomes,pt POR,Everton,28-108,MF,1993,68.0,3.0,0.0,0.0,0.0,0.0,0.0,1.32,20.0,5.0,38.0,90.5,2.0,0.0,0.0,35.0,20.0,1.0,0.0,0.0
Joe-Gomez,eng ENG,Liverpool,24-176,DF,1997,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,53.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie-Goode,eng ENG,Brentford,26-104,DF,1995,79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,46.0,75.4,0.0,0.0,0.0,42.9,7.0,2.0,1.0,33.33333333333333
Anthony-Gordon,eng ENG,Everton,20-264,MF,2001,281.0,8.0,3.0,0.0,0.0,0.0,0.0,0.32,16.7,6.0,86.0,82.7,7.0,0.0,0.0,27.5,69.0,12.0,6.0,46.15384615384615
Dan-Gosling,eng ENG,Watford,31-287,MF,1990,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,71.4,0.0,0.0,0.0,20.0,5.0,0.0,0.0,0.0
Demarai-Gray,eng ENG,Everton,25-140,MF,1996,936.0,11.0,11.0,3.0,0.29,3.0,0.29,0.48,21.7,23.0,222.0,77.4,9.0,0.0,0.0,33.6,128.0,12.0,7.0,53.84615384615385
Jack-Grealish,eng ENG,Manchester City,26-066,"FW,MF",1995,738.0,9.0,9.0,1.0,0.12,2.0,0.24,0.85,43.8,16.0,324.0,84.6,4.0,1.0,0.0,33.3,105.0,9.0,6.0,60.0
Mason-Greenwood,eng ENG,Manchester Utd,20-045,FW,2001,795.0,10.0,10.0,4.0,0.45,5.0,0.57,1.36,38.7,31.0,241.0,77.5,4.0,0.0,0.0,24.4,90.0,7.0,2.0,25.0
Pascal-Gross,de GER,Brighton,30-153,"MF,DF",1991,618.0,8.0,7.0,0.0,0.0,2.0,0.29,0.44,37.5,8.0,346.0,79.0,3.0,0.0,0.0,28.3,106.0,11.0,7.0,58.333333333333336
Vicente-Guaita,es ESP,Crystal Palace,34-309,GK,1987,990.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,78.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Marc-Guehi,eng ENG,Crystal Palace,21-125,DF,2000,990.0,11.0,11.0,0.0,0.0,0.0,0.0,0.09,16.7,6.0,661.0,88.6,14.0,7.0,0.0,40.3,67.0,11.0,7.0,58.333333333333336
Ilkay-Gundogan,de GER,Manchester City,31-022,MF,1990,592.0,7.0,7.0,2.0,0.3,0.0,0.0,0.46,18.8,16.0,320.0,83.6,6.0,2.0,1.0,19.4,62.0,7.0,3.0,37.5
Grant-Hanley,sct SCO,Norwich City,29-360,DF,1991,897.0,10.0,10.0,0.0,0.0,0.0,0.0,0.1,25.0,4.0,358.0,87.5,20.0,13.0,1.0,40.4,94.0,17.0,14.0,77.77777777777779
Jack-Harrison,eng ENG,Leeds United,24-360,"MF,FW",1996,667.0,9.0,8.0,0.0,0.0,0.0,0.0,0.27,22.2,9.0,169.0,67.3,7.0,0.0,0.0,25.8,128.0,8.0,5.0,55.55555555555556
Kortney-Hause,eng ENG,Aston Villa,26-122,DF,1995,261.0,4.0,3.0,1.0,0.34,0.0,0.0,0.34,100.0,1.0,79.0,71.2,8.0,4.0,0.0,40.5,37.0,4.0,4.0,80.0
Kai-Havertz,de GER,Chelsea,22-157,"FW,MF",1999,570.0,10.0,7.0,2.0,0.32,1.0,0.16,0.79,26.3,19.0,182.0,80.5,4.0,0.0,0.0,31.0,87.0,8.0,3.0,33.33333333333333
Isaac-Hayden,eng ENG,Newcastle Utd,26-238,"MF,DF",1995,831.0,10.0,10.0,1.0,0.11,0.0,0.0,0.11,25.0,4.0,218.0,80.7,16.0,8.0,0.0,30.4,158.0,29.0,14.0,46.666666666666664
Hwang-Hee-chan,kr KOR,Wolves,25-293,"FW,MF",1996,604.0,8.0,6.0,4.0,0.6,0.0,0.0,0.6,50.0,8.0,157.0,80.1,7.0,0.0,0.0,29.4,109.0,10.0,5.0,45.45454545454545
Jordan-Henderson,eng ENG,Liverpool,31-151,MF,1990,818.0,10.0,9.0,1.0,0.11,3.0,0.33,0.33,27.3,11.0,645.0,87.5,15.0,0.0,0.0,31.2,154.0,15.0,12.0,75.0
Jeff-Hendrick,ie IRL,Newcastle Utd,29-288,MF,1992,61.0,2.0,0.0,1.0,1.48,0.0,0.0,1.48,100.0,1.0,23.0,88.5,0.0,0.0,0.0,12.5,16.0,1.0,1.0,50.0
Rico-Henry,eng ENG,Brentford,24-130,DF,1997,952.0,11.0,11.0,1.0,0.09,0.0,0.0,0.09,25.0,4.0,276.0,73.4,18.0,4.0,0.0,35.4,130.0,12.0,11.0,84.61538461538461
Son-Heung-min,kr KOR,Tottenham,29-130,"FW,MF",1992,872.0,10.0,10.0,4.0,0.41,1.0,0.1,1.03,41.7,24.0,291.0,76.0,4.0,1.0,0.0,24.1,108.0,4.0,4.0,80.0
Ki-Jana-Hoever,nl NED,Wolves,19-301,DF,2002,102.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,82.5,1.0,0.0,0.0,29.0,31.0,8.0,6.0,66.66666666666666
Rob-Holding,eng ENG,Arsenal,26-056,"DF,MF",1995,180.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,78.4,5.0,9.0,0.0,26.7,15.0,5.0,3.0,50.0
Mason-Holgate,eng ENG,Everton,25-024,DF,1996,278.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,78.0,72.9,7.0,4.0,0.0,24.3,37.0,6.0,2.0,28.57142857142857
Callum-Hudson-Odoi,eng ENG,Chelsea,21-008,"MF,FW",2000,385.0,5.0,5.0,1.0,0.23,0.0,0.0,0.7,50.0,6.0,139.0,81.8,1.0,0.0,0.0,26.6,64.0,6.0,2.0,28.57142857142857
Pierre-Hojbjerg,dk DEN,Tottenham,26-102,MF,1995,989.0,11.0,11.0,1.0,0.09,2.0,0.18,0.36,66.7,6.0,682.0,88.7,24.0,4.0,0.0,29.3,229.0,32.0,21.0,63.63636363636363
Adam-Idah,ie IRL,Norwich City,20-249,FW,2001,57.0,8.0,0.0,0.0,0.0,0.0,0.0,1.58,50.0,2.0,17.0,77.3,0.0,1.0,0.0,28.6,14.0,1.0,1.0,50.0
Kelechi-Iheanacho,ng NGA,Leicester City,25-043,"FW,MF",1996,397.0,10.0,4.0,1.0,0.23,4.0,0.91,0.68,27.3,11.0,92.0,69.7,2.0,0.0,0.0,26.3,99.0,7.0,4.0,50.0
Danny-Ings,eng ENG,Aston Villa,29-115,FW,1992,758.0,9.0,9.0,3.0,0.36,4.0,0.47,0.59,45.5,11.0,78.0,60.0,9.0,3.0,0.0,14.7,150.0,7.0,2.0,25.0
Alex-Iwobi,ng NGA,Everton,25-196,MF,1996,456.0,9.0,5.0,1.0,0.2,2.0,0.39,0.39,18.2,11.0,132.0,82.0,6.0,0.0,0.0,29.5,88.0,3.0,2.0,50.0
Daniel-James,wls WAL,Manchester Utd,24-005,FW,1997,126.0,2.0,2.0,0.0,0.0,0.0,0.0,0.71,25.0,4.0,22.0,68.8,0.0,0.0,0.0,25.8,31.0,4.0,4.0,80.0
Daniel-James,wls WAL,Leeds United,24-005,"MF,FW",1997,564.0,8.0,7.0,0.0,0.0,1.0,0.16,0.0,0.0,13.0,96.0,68.6,7.0,0.0,0.0,23.8,80.0,7.0,4.0,50.0
Reece-James,eng ENG,Chelsea,21-342,DF,1999,458.0,8.0,6.0,4.0,0.79,3.0,0.59,0.98,45.5,11.0,308.0,84.6,4.0,1.0,1.0,40.5,74.0,10.0,7.0,63.63636363636363
Vitaly-Janelt,de GER,Brentford,23-189,MF,1998,579.0,8.0,7.0,1.0,0.16,1.0,0.16,0.62,57.1,7.0,185.0,79.4,10.0,1.0,0.0,30.8,107.0,21.0,14.0,63.63636363636363
Pontus-Jansson,se SWE,Brentford,30-275,DF,1991,981.0,11.0,11.0,0.0,0.0,3.0,0.28,0.28,42.9,7.0,350.0,81.2,23.0,6.0,0.0,41.5,53.0,8.0,6.0,66.66666666666666
Mathias-Jensen,dk DEN,Brentford,25-318,MF,1996,433.0,7.0,4.0,0.0,0.0,1.0,0.21,0.0,0.0,2.0,181.0,73.6,5.0,1.0,0.0,24.5,110.0,9.0,8.0,80.0
Gabriel-Jesus,br BRA,Manchester City,24-226,FW,1997,766.0,10.0,9.0,2.0,0.23,7.0,0.82,0.94,40.0,20.0,310.0,84.0,7.0,1.0,0.0,19.6,153.0,10.0,5.0,45.45454545454545
Raul-Jimenez,mx MEX,Wolves,30-194,FW,1991,902.0,11.0,10.0,2.0,0.2,9.0,0.9,0.6,26.1,23.0,211.0,69.6,9.0,0.0,0.0,29.3,140.0,10.0,8.0,72.72727272727273
Joelinton,br BRA,Newcastle Utd,25-093,"MF,FW",1996,517.0,10.0,5.0,0.0,0.0,1.0,0.17,0.7,36.4,11.0,152.0,73.4,7.0,1.0,0.0,33.9,109.0,9.0,7.0,70.0
Ben-Johnson,eng ENG,West Ham,21-295,DF,2000,361.0,5.0,4.0,1.0,0.25,0.0,0.0,0.25,33.3,3.0,149.0,69.0,11.0,1.0,0.0,45.2,42.0,13.0,8.0,57.14285714285714
Curtis-Jones,eng ENG,Liverpool,20-289,MF,2001,322.0,5.0,3.0,1.0,0.28,2.0,0.56,0.28,16.7,6.0,209.0,93.7,0.0,0.0,0.0,21.4,84.0,5.0,3.0,50.0
Jorginho,it ITA,Chelsea,29-330,MF,1991,737.0,10.0,8.0,1.0,0.12,5.0,0.61,0.12,33.3,3.0,503.0,88.6,17.0,5.0,0.0,31.2,173.0,23.0,14.0,58.333333333333336
Diogo-Jota,pt POR,Liverpool,24-346,FW,1996,679.0,10.0,8.0,4.0,0.53,1.0,0.13,1.19,40.9,22.0,166.0,81.0,4.0,2.0,0.0,23.1,160.0,9.0,5.0,50.0
Mathias-Jorgensen,dk DEN,Brentford,31-206,DF,1990,428.0,7.0,5.0,1.0,0.21,0.0,0.0,0.21,50.0,2.0,196.0,71.5,9.0,1.0,0.0,23.4,47.0,10.0,2.0,18.181818181818183
Ozan-Kabak,tr TUR,Norwich City,21-235,DF,2000,518.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,192.0,82.8,9.0,6.0,0.0,32.0,50.0,4.0,3.0,60.0
Christian-Kabasele,be BEL,Watford,30-264,DF,1991,203.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,95.0,91.3,7.0,3.0,0.0,40.0,10.0,0.0,0.0,0.0
Harry-Kane,eng ENG,Tottenham,28-110,"FW,MF",1993,829.0,10.0,9.0,1.0,0.11,1.0,0.11,1.09,47.6,21.0,183.0,75.3,1.0,2.0,0.0,27.3,110.0,6.0,4.0,57.14285714285714
N'Golo-Kante,fr FRA,Chelsea,30-231,MF,1991,405.0,7.0,5.0,1.0,0.22,2.0,0.44,0.22,50.0,2.0,211.0,83.4,4.0,1.0,0.0,33.8,71.0,11.0,6.0,50.0
Moise-Kean,it ITA,Everton,21-260,FW,2000,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael-Keane,eng ENG,Everton,28-308,DF,1993,990.0,11.0,11.0,1.0,0.09,1.0,0.09,0.27,30.0,10.0,308.0,78.0,21.0,15.0,0.0,37.8,74.0,18.0,14.0,73.68421052631578
Naby-Keita,gn GUI,Liverpool,26-278,MF,1995,362.0,7.0,5.0,2.0,0.5,3.0,0.75,0.75,37.5,8.0,190.0,86.8,3.0,1.0,0.0,29.6,98.0,15.0,12.0,75.0
Caoimhin-Kelleher,ie IRL,Liverpool,22-357,GK,1998,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,95.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonjoe-Kenny,eng ENG,Everton,24-245,DF,1997,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,50.0
Max-Kilman,eng ENG,Wolves,24-176,DF,1997,989.0,11.0,11.0,1.0,0.09,0.0,0.0,0.18,33.3,6.0,445.0,87.1,19.0,5.0,0.0,32.7,101.0,24.0,14.0,56.00000000000001
Joshua-King,no NOR,Watford,29-304,FW,1992,636.0,9.0,8.0,3.0,0.42,4.0,0.57,0.85,40.0,15.0,96.0,73.3,4.0,1.0,0.0,33.3,126.0,8.0,7.0,77.77777777777779
Mateusz-Klich,pl POL,Leeds United,31-155,MF,1990,555.0,7.0,7.0,1.0,0.16,1.0,0.16,1.46,60.0,15.0,212.0,77.4,2.0,0.0,0.0,26.0,123.0,9.0,6.0,60.0
Robin-Koch,de GER,Leeds United,25-121,MF,1996,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,72.7,5.0,0.0,0.0,33.3,21.0,3.0,2.0,50.0
Sead-Kolasinac,ba BIH,Arsenal,28-148,DF,1993,91.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,76.9,4.0,0.0,0.0,25.0,12.0,1.0,1.0,50.0
Ibrahima-Konate,fr FRA,Liverpool,22-174,DF,1999,270.0,3.0,3.0,0.0,0.0,1.0,0.33,0.0,0.0,0.0,152.0,86.9,3.0,3.0,0.0,40.0,20.0,5.0,3.0,50.0
Ezri-Konsa,eng ENG,Aston Villa,24-023,DF,1997,857.0,10.0,10.0,0.0,0.0,0.0,0.0,0.32,37.5,8.0,285.0,83.3,20.0,13.0,0.0,37.7,69.0,10.0,7.0,63.63636363636363
Cheikhou-Kouyate,sn SEN,Crystal Palace,31-329,"MF,DF",1989,634.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,223.0,85.8,16.0,7.0,0.0,26.6,128.0,19.0,10.0,50.0
Mateo-Kovacic,hr CRO,Chelsea,27-193,MF,1994,702.0,9.0,8.0,1.0,0.13,7.0,0.9,0.38,25.0,12.0,472.0,89.9,10.0,2.0,0.0,32.2,180.0,28.0,21.0,72.41379310344827
Emil-Krafth,se SWE,Newcastle Utd,27-105,DF,1994,362.0,5.0,4.0,0.0,0.0,1.0,0.25,0.0,0.0,2.0,101.0,78.3,9.0,2.0,0.0,31.1,45.0,3.0,0.0,0.0
Tim-Krul,nl NED,Norwich City,33-226,GK,1988,990.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,66.3,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Juraj-Kucka,sk SVK,Watford,34-262,MF,1987,849.0,10.0,10.0,1.0,0.11,1.0,0.11,0.53,25.0,20.0,201.0,71.8,16.0,6.0,1.0,34.3,175.0,31.0,19.0,59.375
Alexandre-Lacazette,fr FRA,Arsenal,30-171,"MF,FW",1991,267.0,6.0,3.0,1.0,0.34,0.0,0.0,1.01,75.0,4.0,72.0,69.2,4.0,1.0,0.0,28.1,57.0,1.0,0.0,0.0
Adam-Lallana,eng ENG,Brighton,33-189,MF,1988,888.0,11.0,10.0,0.0,0.0,2.0,0.2,0.2,20.0,10.0,498.0,86.6,17.0,4.0,0.0,32.3,186.0,24.0,13.0,52.0
Tariq-Lamptey,eng ENG,Brighton,21-046,"FW,DF",2000,165.0,4.0,1.0,0.0,0.0,0.0,0.0,0.55,33.3,3.0,59.0,73.8,2.0,1.0,0.0,25.0,20.0,2.0,1.0,33.33333333333333
Manuel-Lanzini,ar ARG,West Ham,28-273,"MF,FW",1993,52.0,5.0,0.0,0.0,0.0,1.0,1.73,0.0,0.0,1.0,44.0,97.8,1.0,0.0,0.0,38.9,18.0,3.0,1.0,25.0
Aymeric-Laporte,es ESP,Manchester City,27-172,DF,1994,655.0,8.0,8.0,1.0,0.14,1.0,0.14,0.14,9.1,11.0,583.0,95.0,9.0,2.0,0.0,36.4,33.0,2.0,0.0,0.0
Jamaal-Lascelles,eng ENG,Newcastle Utd,28-004,DF,1993,720.0,8.0,8.0,0.0,0.0,1.0,0.12,0.12,14.3,7.0,181.0,83.4,10.0,12.0,0.0,30.2,43.0,4.0,2.0,40.0
Pierre-Lees-Melou,fr FRA,Norwich City,28-174,MF,1993,736.0,9.0,9.0,0.0,0.0,1.0,0.12,0.24,20.0,10.0,266.0,79.2,11.0,5.0,1.0,23.4,239.0,25.0,16.0,61.53846153846154
Aaron-Lennon,eng ENG,Burnley,34-213,MF,1987,106.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,70.4,1.0,1.0,0.0,46.2,26.0,3.0,2.0,50.0
Bernd-Leno,de GER,Arsenal,29-256,GK,1992,270.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamal-Lewis,nir NIR,Newcastle Utd,23-294,DF,1998,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Victor-Lindelof,se SWE,Manchester Utd,27-121,DF,1994,654.0,8.0,7.0,0.0,0.0,2.0,0.28,0.0,0.0,0.0,342.0,90.2,11.0,3.0,0.0,36.7,30.0,2.0,1.0,33.33333333333333
Jesse-Lingard,eng ENG,Manchester Utd,28-335,FW,1992,68.0,5.0,0.0,2.0,2.65,0.0,0.0,3.97,100.0,3.0,38.0,90.5,2.0,0.0,0.0,30.0,20.0,2.0,1.0,33.33333333333333
Valentino-Livramento,eng ENG,Southampton,19-003,DF,2002,985.0,11.0,11.0,1.0,0.09,1.0,0.09,0.18,33.3,6.0,397.0,78.0,33.0,4.0,0.0,26.2,145.0,23.0,13.0,54.166666666666664
Diego-Llorente,es ESP,Leeds United,28-091,DF,1993,546.0,7.0,7.0,1.0,0.16,0.0,0.0,0.16,25.0,4.0,291.0,81.3,14.0,4.0,0.0,38.9,90.0,10.0,6.0,54.54545454545454
Hugo-Lloris,fr FRA,Tottenham,34-324,GK,1986,990.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,71.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Giovani-Lo-Celso,ar ARG,Tottenham,25-220,"MF,FW",1996,213.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,98.0,76.6,1.0,0.0,0.0,15.9,63.0,8.0,3.0,33.33333333333333
Ruben-Loftus-Cheek,eng ENG,Chelsea,25-296,MF,1996,259.0,6.0,2.0,0.0,0.0,3.0,1.04,0.69,40.0,5.0,168.0,89.8,4.0,2.0,0.0,36.0,50.0,8.0,4.0,44.44444444444444
Shane-Long,ie IRL,Southampton,34-297,MF,1987,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,0.0,0.0,0.0,100.0,3.0,1.0,1.0,50.0
Sean-Longstaff,eng ENG,Newcastle Utd,24-016,MF,1997,706.0,10.0,8.0,1.0,0.13,0.0,0.0,0.25,20.0,10.0,271.0,81.6,14.0,5.0,0.0,27.2,217.0,30.0,21.0,67.74193548387096
Ademola-Lookman,eng ENG,Leicester City,24-026,"FW,MF",1997,343.0,6.0,3.0,0.0,0.0,0.0,0.0,0.79,37.5,8.0,102.0,76.7,5.0,1.0,0.0,34.2,73.0,10.0,8.0,72.72727272727273
Imran-Louza,ma MAR,Watford,22-198,MF,1999,45.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,55.6,0.0,0.0,0.0,42.9,7.0,1.0,0.0,0.0
Matthew-Lowton,eng ENG,Burnley,32-159,DF,1989,990.0,11.0,11.0,1.0,0.09,2.0,0.18,0.09,20.0,5.0,339.0,67.5,15.0,10.0,0.0,42.2,102.0,26.0,14.0,51.85185185185185
Douglas-Luiz,br BRA,Aston Villa,23-190,MF,1998,682.0,8.0,8.0,0.0,0.0,2.0,0.26,0.0,0.0,6.0,230.0,80.1,19.0,4.0,0.0,28.7,122.0,14.0,9.0,60.0
